stock_ticker,test_rmse,test_rmse_x492
MMM,0.05583105738622715,27.468880234023757
AOS,0.05781651996907531,28.445727824785052
ABT,0.055380295618354614,27.24710544423047
ABBV,0.035849284841982375,17.63784814225533
ACN,0.050053298316652374,24.626222771792968
ADBE,0.06149209018535832,30.254108371196292
AMD,0.04087351877390008,20.10977123675884
AES,0.04422424297086283,21.758327541664514
AFL,0.0618152755124452,30.41311555212304
A,0.07222330330526425,35.53386522619001
APD,0.06702045624572205,32.97406447289524
AKAM,0.061649902671274515,30.33175211426706
ALB,0.06435131679175038,31.660847861541185
ARE,0.047473672641466874,23.3570469396017
ALGN,0.04449766651646438,21.892851926100477
ALLE,0.05923505821298103,29.143648640786665
LNT,0.049311629360632776,24.261321645431327
ALL,0.05265046549677503,25.904029024413315
GOOGL,0.061812195652002896,30.411600260785423
GOOG,0.060849093320982844,29.937753913923558
MO,0.04803698151765888,23.63419490668817
AMZN,0.05259046778894137,25.874510152159154
AMCR,0.09092359549057644,44.73440898136361
AEE,0.048823602279730025,24.02121232162717
AAL,0.0374636767676124,18.4321289696653
AEP,0.044262069919029805,21.776938400162663
AXP,0.06306241731647658,31.026709319706477
AIG,0.055133473515796186,27.125668969771723
AMT,0.060942618410729954,29.983768258079138
AWK,0.04505772870892946,22.168402524793294
AMP,0.060970303552863196,29.997389348008692
AME,0.04865170689790618,23.936639793769842
AMGN,0.0534736044041901,26.309013366861528
APH,0.06332462474040468,31.1557153722791
ADI,0.07379228276072979,36.30580311827905
ANSS,0.04862602345658495,23.924003540639795
AON,0.05379310183792187,26.46620610425756
APA,0.06406115367209457,31.51808760667053
AAPL,0.04008305781816307,19.72086444653623
AMAT,0.07404826608847576,36.43174691553007
APTV,0.0670334338426786,32.98044945059787
ACGL,0.04819526879084116,23.712072245093854
ADM,0.06588090932724076,32.41340738900246
ANET,0.10505272051710479,51.68593849441556
AJG,0.05204449109423164,25.605889618361967
AIZ,0.04435945619053698,21.824852445744195
T,0.07194091391468267,35.394929646023876
ATO,0.04992066154068648,24.56096547801775
ADSK,0.07616569772169712,37.47352327907498
ADP,0.053569661810099235,26.356273610568824
AZO,0.04778892393406112,23.51215057555807
AVB,0.055053732769300985,27.086436522496086
AVY,0.058750513095509174,28.905252442990513
AXON,0.09582363170120672,47.14522679699371
BKR,0.056334850462376865,27.71674642748942
BALL,0.05313359492326378,26.14172870224578
BAC,0.05589101739128413,27.498380556511794
BK,0.07559450386077854,37.192495899503044
BBWI,0.045462776085232345,22.367685833934313
BAX,0.09585341939354075,47.15988234162205
BDX,0.10408739920274056,51.21100040774835
BBY,0.0684541296610647,33.679431793243836
BIO,0.07541068220596694,37.10205564533574
TECH,0.06861107838313604,33.756650564502934
BIIB,0.09203554643802582,45.281488847508705
BLK,0.04940263686073386,24.30609733548106
BX,0.05134284104932699,25.260677796268876
BA,0.08484806417024356,41.745247571759826
BKNG,0.08903359825425176,43.80453034109187
BWA,0.06459345256678435,31.7799786628579
BXP,0.08627422235706073,42.44691739967388
BSX,0.06688517959831466,32.90750836237081
BMY,0.05190137014517017,25.535474111423724
AVGO,0.07062989426018973,34.74990797601335
BR,0.06599606031705801,32.47006167599254
BRO,0.05296629843714366,26.05941883107468
BLDR,0.04856172074130456,23.892366604721843
BG,0.05598236393790762,27.54332305745055
CDNS,0.05227190930270515,25.717779376930935
CZR,0.06321160084796584,31.100107617199196
CPT,0.05403178265232492,26.583637064943858
CPB,0.05342083092490539,26.28304881505345
COF,0.0637055689212671,31.34313990926341
CAH,0.05231121178764089,25.73711619951932
KMX,0.06441762136274316,31.693469710469635
CCL,0.06522781041258831,32.092082722993446
CTLT,0.05144000591664925,25.30848291099143
CAT,0.08680587140691166,42.708488732200536
CBOE,0.09062101638265431,44.58554006026592
CBRE,0.06236203619077238,30.68212180586001
CDW,0.04722951862088301,23.23692316147444
CE,0.061592485381511304,30.303502807703563
COR,0.09375907568292287,46.129465235998055
CNC,0.07416980885336831,36.491545955857205
CNP,0.12038919407396945,59.23148348439297
CF,0.08186565960517111,40.27790452574419
CHRW,0.14573511811382964,71.70167811200419
CRL,0.07277608323734124,35.80583295277189
SCHW,0.07009767886631768,34.4880580022283
CHTR,0.04714556251533399,23.195616757544325
CVX,0.09503778618937639,46.758590805173185
CMG,0.04738431350985622,23.31308224684926
CB,0.07884395597517066,38.79122633978397
CHD,0.05589971425692088,27.50265941440507
CI,0.07387692147904036,36.34744536768786
CINF,0.04480118717603724,22.042184090610323
CTAS,0.056278834738474115,27.689186691329265
CSCO,0.07397604416455432,36.396213728960724
C,0.06004128218387587,29.540310834466926
CFG,0.05677987722190239,27.935699593175976
CLX,0.05578571805706585,27.446573284076397
CME,0.0824717802318208,40.57611587405583
CMS,0.050283410268921545,24.7394378523094
KO,0.061078282582537266,30.050515030608334
CTSH,0.041034966861360586,20.18920369578941
CL,0.07855702429969177,38.65005595544835
CMCSA,0.05825675841824501,28.66232514177654
CMA,0.04719074530731046,23.217846691196748
CAG,0.08091653269555384,39.810934086212484
COP,0.07833998411657259,38.543272185353715
ED,0.06179777392503218,30.404504771115835
STZ,0.06138576066323072,30.201794246309515
COO,0.05022604716603833,24.71121520569086
CPRT,0.03982139447431386,19.59212608136242
GLW,0.09061835938341614,44.58423281664074
CPAY,0.05621133831335839,27.655978450172327
CTVA,0.12385694938955774,60.937619099662406
CSGP,0.06091936855270491,29.972329327930815
COST,0.0375455030833384,18.472387517002492
CTRA,0.06166425439927391,30.33881316444276
CCI,0.08041589604364163,39.56462085347168
CSX,0.06688202407446545,32.905955844637
CMI,0.07083516623336199,34.8509017868141
CVS,0.06053842851402475,29.784906828900176
DHR,0.06325202118468763,31.119994422866316
DRI,0.07170859912561779,35.280630769803956
DVA,0.07782953141242765,38.29212945491441
DAY,0.0689594718755372,33.928060162764304
DECK,0.058488584573585155,28.776383610203897
DE,0.08156620173368476,40.1305712529729
DAL,0.07706511659624792,37.91603736535397
DVN,0.05227377047405695,25.71869507323602
DXCM,0.07525783284158044,37.02685375805758
FANG,0.07515897444313793,36.978215426023866
DLR,0.08136696223513296,40.03254541968541
DFS,0.04679145979184274,23.021398217586626
DG,0.03667659639382792,18.044885425763336
DLTR,0.12204597127415778,60.046617866885626
D,0.055579727811481835,27.345226083249063
DPZ,0.09940946639224743,48.909457464985735
DOV,0.05063452157013046,24.912184612504184
DOW,0.0999406531559201,49.17080135271269
DHI,0.06326554925387706,31.126650232907515
DTE,0.05197155517982704,25.570005148474902
DUK,0.05750533900090883,28.292626788447144
DD,0.058289703164901396,28.67853395713149
EMN,0.051457692787638024,25.317184851517908
ETN,0.07037317816672777,34.62360365803006
EBAY,0.06505928450378035,32.00916797585993
ECL,0.05296687714940598,26.059703557507742
EIX,0.08414853088156231,41.40107719372865
EW,0.05505398998158257,27.086563070938624
EA,0.029238750085993054,14.385465042308583
ELV,0.07710716700639142,37.93672616714458
LLY,0.04785308056993045,23.543715640405782
EMR,0.06988110864303332,34.381505452372394
ENPH,0.0759870648174507,37.385635890185746
ETR,0.04194093427508661,20.634939663342614
EOG,0.050477529709575183,24.83494461711099
EPAM,0.07455582967410375,36.681468199659044
EQT,0.033239607249760425,16.35388676688213
EFX,0.0602852589686347,29.660347412568274
EQIX,0.06029023714948883,29.662796677548503
EQR,0.04745978141449245,23.350212455930283
ESS,0.04948686366785,24.3475369245822
EL,0.057011022560572826,28.04942309980183
ETSY,0.06625184839975512,32.59590941267952
EG,0.06727066097767427,33.09716520101574
EVRG,0.05373653539336775,26.43837541353693
ES,0.039006220233756134,19.191060355008016
EXC,0.07444600379040633,36.62743386487992
EXPE,0.19678714420962456,96.81927495113528
EXPD,0.0909419815478127,44.74345492152385
EXR,0.05272272793750641,25.939582145253155
XOM,0.08208490220675949,40.38577188572567
FFIV,0.054365810284658284,26.747978660051874
FDS,0.072488047992105,35.664119612115655
FICO,0.0667054733555822,32.81909289094644
FAST,0.11156775233852147,54.89133415055256
FRT,0.0719537844829212,35.40126196559723
FDX,0.06457288451248931,31.769859180144742
FIS,0.06376239654944602,31.371099102327438
FITB,0.06069652718137379,29.862691373235904
FSLR,0.061676683862488535,30.34492846034436
FE,0.042907680235623503,21.110578675926764
FI,0.05604975139052901,27.576477684140272
FMC,0.06465797867507148,31.811725508135165
F,0.059973116014360194,29.506773079065216
FTNT,0.05597428377692444,27.539347618246826
FTV,0.07786010569234998,38.30717200063619
FOXA,0.07159780103852688,35.22611811095523
FOX,0.07347944992502634,36.15188936311296
BEN,0.06748185229118409,33.20107132726257
FCX,0.04914414879364693,24.17892120647429
GRMN,0.060283673200306954,29.65956721455102
IT,0.06018526651457114,29.611151125169
GE,0.049559052500413564,24.383053830203473
GEN,0.04263450863697792,20.97617824939314
GNRC,0.058464682518374826,28.764623799040415
GD,0.04826074681483669,23.744287432899654
GIS,0.0554687601978293,27.290630017332017
GM,0.0814036975166145,40.05061917817433
GPC,0.07702859452799814,37.898068507775086
GILD,0.08056423560056553,39.63760391547824
GPN,0.04664859211833386,22.95110732222026
GL,0.04240264367561929,20.86210068840469
GS,0.04530320984718182,22.289179244813457
HAL,0.029292044679073603,14.411685982104213
HIG,0.05851587625531788,28.789811117616395
HAS,0.10816165231346919,53.21553293822684
HCA,0.06649565095545071,32.71586027008175
DOC,0.05802125539078865,28.546457652268018
HSIC,0.08214340078913004,40.41455318825198
HSY,0.04693202139525047,23.09055452646323
HES,0.07883158789163282,38.785141242683345
HPE,0.08457141099036736,41.60913420726074
HLT,0.04991460782129932,24.557987048079266
HOLX,0.07209661766103075,35.47153588922713
HD,0.059862438642132934,29.452319811929403
HON,0.06245134523619499,30.726061856207938
HRL,0.06475937689333906,31.86161343152282
HST,0.05968679551244144,29.365903392121186
HWM,0.0480781515215632,23.654450548609095
HPQ,0.06273167055438744,30.86398191275862
HUBB,0.05075136399067787,24.96967108341351
HUM,0.06621565423048223,32.57810188139726
HBAN,0.06435653659348851,31.66341600399635
HII,0.06646863383709144,32.70256784784899
IBM,0.054394708284366,26.762196475908073
IEX,0.06602615257768364,32.48486706822035
IDXX,0.08028161182617821,39.49855301847968
ITW,0.07002277862758906,34.45120708477381
ILMN,0.0747530904813653,36.778520516831726
INCY,0.07217109375840952,35.508178129137484
IR,0.06063011762573329,29.83001787186078
PODD,0.0576371141603347,28.35746016688467
INTC,0.08547991415964913,42.05611776654737
ICE,0.08203834295601077,40.3628647343573
IFF,0.11954051459817647,58.81393318230282
IP,0.04935899447903275,24.28462528368411
IPG,0.10359641263198897,50.969435014938576
INTU,0.06033254134600109,29.683610342232537
ISRG,0.08239337476065874,40.537540382244096
IVZ,0.03458051684924009,17.013614289826123
INVH,0.04990399086682835,24.552763506479547
IQV,0.06233513215677115,30.66888502113141
IRM,0.11524597506020054,56.701019729618665
JBHT,0.058123753660216264,28.5968868008264
JBL,0.06528408620122178,32.11977041100111
JKHY,0.05927325181080798,29.162439890917526
J,0.051266105252688196,25.222923784322592
JNJ,0.1124208085737398,55.311037818279985
JCI,0.06375616196464548,31.368031686605576
JPM,0.055116591058226666,27.11736280064752
JNPR,0.08060814216241569,39.65920594390852
K,0.04943093102917503,24.320018066354113
KDP,0.007074611894534016,3.480709052110736
KEY,0.06347906747707957,31.231701198723147
KEYS,0.05782134747626723,28.448102958323478
KMB,0.08390456416769215,41.28104557050454
KIM,0.05085964277013166,25.022944242904778
KMI,0.05152168122541335,25.348667162903368
KLAC,0.0652416785143208,32.09890582904583
KHC,0.03017493648419925,14.846068750226031
KR,0.08071696186279348,39.71274523649439
LHX,0.05934908617263099,29.199750396934448
LH,0.04940572836404986,24.30761835511253
LRCX,0.06511968412675155,32.03888459036176
LW,0.05253624273634198,25.84783142628025
LVS,0.056915096896683136,28.002227673168104
LDOS,0.05252387533353976,25.841746664101564
LEN,0.06086582006273901,29.945983470867592
LIN,0.059482969182244216,29.265620837664155
LYV,0.0766421435914158,37.707934646976575
LKQ,0.07537188562816821,37.08296772905876
LMT,0.04338967167253481,21.347718462887126
L,0.07702696657103046,37.897267552946985
LOW,0.060408111714872495,29.720790963717267
LULU,0.038041950037602426,18.716639418500392
LYB,0.060012849249958714,29.526321830979686
MTB,0.07744955270535236,38.10517993103336
MRO,0.05244104241348782,25.80099286743601
MPC,0.057248524957602256,28.16627427914031
MKTX,0.07373345229559404,36.27685852943227
MAR,0.0595298179786926,29.288670445516757
MMC,0.05237733519230473,25.769648914613928
MLM,0.04325028960796762,21.27914248712007
MAS,0.04855855946021244,23.89081125442452
MA,0.05522068362457057,27.16857634328872
MTCH,0.0606234457481962,29.82673530811253
MKC,0.05456280591933097,26.844900512310836
MCD,0.07020236791743846,34.53956501537972
MCK,0.11567969256077386,56.914408739900736
MDT,0.05377585898766915,26.45772262193322
MRK,0.0515640720354782,25.369523441455275
META,0.05180707430243379,25.489080556797422
MET,0.07651015100022611,37.64299429211125
MTD,0.05567707171067612,27.39311928165265
MGM,0.04304524708252187,21.17826156460076
MCHP,0.07413174320735774,36.472817658020006
MU,0.06892923547714111,33.91318385475343
MSFT,0.037425546966233694,18.413369107386977
MAA,0.04561436904625413,22.44226957075703
MRNA,0.07567885336650744,37.23399585632166
MHK,0.036767360272883874,18.089541254258865
MOH,0.05761849815532109,28.348301092417977
TAP,0.05101655822135792,25.100146644908097
MDLZ,0.05411781814606988,26.62596652786638
MPWR,0.07149975986135042,35.177881851784406
MNST,0.06668238136085851,32.80773162954239
MCO,0.0461342287074487,22.698040524064762
MS,0.05487884534450615,27.000391909497026
MOS,0.05396120780829221,26.548914241679768
MSI,0.06049281902915973,29.76246696234659
MSCI,0.06057317555099462,29.80200237108935
NDAQ,0.07678857759335843,37.779980175932344
NTAP,0.04415472949957521,21.724126913791004
NFLX,0.062388728102266866,30.6952542263153
NEM,0.0667331325789255,32.83270122883135
NWSA,0.06487127087980823,31.91666527286565
NWS,0.06288243765619489,30.938159326847885
NEE,0.04784901251861615,23.54171415915915
NKE,0.05541563089789011,27.264490401761933
NI,0.06787275746519221,33.393396672874566
NDSN,0.06329286143172422,31.140087824408315
NSC,0.0643199489060845,31.645414861793576
NTRS,0.07079366308814936,34.83048223936948
NOC,0.05766418836460332,28.370780675384832
NCLH,0.07398106334006824,36.39868316331357
NRG,0.06422073930083462,31.596603736010632
NUE,0.07351677838237791,36.17025496412993
NVDA,0.04527493432254155,22.275267686690444
NVR,0.07371554015331053,36.26804575542878
NXPI,0.062223262266926274,30.613845035327728
ORLY,0.05123374393636301,25.207002016690602
OXY,0.03744860180390182,18.424712087519694
ODFL,0.05785025157491585,28.462323774858596
OMC,0.10257926037487194,50.468996104437
ON,0.07810702273972442,38.428655187944415
OKE,0.05790697884397524,28.490233591235818
ORCL,0.07475161878210862,36.77779644079744
PCAR,0.06786915615437988,33.3916248279549
PKG,0.05875741918495255,28.908650238996657
PANW,0.09591562927310872,47.19048960236949
PARA,0.05536652723771024,27.240331400953437
PH,0.09100443285547896,44.77418096489565
PAYX,0.050867551593580605,25.026835384041657
PAYC,0.06386102820748218,31.419625878081234
PYPL,0.07023175940113027,34.5540256253561
PNR,0.07072764044583332,34.797999099349994
PEP,0.044967336317465544,22.123929468193047
PFE,0.05851750859483002,28.79061422865637
PCG,0.03426571472047944,16.858731642475885
PM,0.04362004177400933,21.46106055281259
PSX,0.05700522559162986,28.046570991081893
PNW,0.06997866873505416,34.42950501764665
PXD,0.06224271986985277,30.62341817596756
PNC,0.057147823962386955,28.11672938949438
POOL,0.08082920271247908,39.76796773453971
PPG,0.07104767159628349,34.95545442537148
PPL,0.0735593863371053,36.19121807785581
PFG,0.07424834216464712,36.53018434500638
PG,0.04544788594863941,22.36035988673059
PGR,0.07806229582424408,38.40664954552809
PLD,0.05522284453075377,27.169639509130853
PRU,0.06849210972397209,33.69811798419427
PEG,0.055234145275737105,27.175199475662655
PTC,0.0492333264045373,24.222796591032353
PSA,0.07164589404449978,35.24977986989389
PHM,0.052479293073639924,25.81981219223084
QRVO,0.07527344635244666,37.03453560540376
PWR,0.07160969652445183,35.2319706900303
QCOM,0.06867147365909251,33.786365040273516
DGX,0.05228586083672612,25.72464353166925
RL,0.08413822956472326,41.396008945843846
RJF,0.06041780981989933,29.725562431390472
RTX,0.05537754444418671,27.245751866539862
O,0.04592062589189109,22.592947938810415
REG,0.09331491944662895,45.910940367741446
REGN,0.06344805732121812,31.216444202039316
RF,0.05781701858488178,28.445973143761837
RSG,0.05502595520499878,27.0727699608594
RMD,0.0739968071113483,36.40642909878336
RVTY,0.07804983498801517,38.400518814103464
RHI,0.0537648854047578,26.452323619140838
ROK,0.09754736883743885,47.99330546801991
ROL,0.07508051547395383,36.93961361318529
ROP,0.06046209762370356,29.747352030862153
ROST,0.056890131713572975,27.989944803077904
RCL,0.0718945187707535,35.372103235210716
SPGI,0.05432149637568075,26.72617621683493
CRM,0.07041977150880037,34.64652758232978
SBAC,0.06610395021660322,32.52314350656878
SLB,0.0373133539585437,18.358170147603502
STX,0.061075863974070124,30.0493250752425
SRE,0.052751023841208305,25.953503729874488
NOW,0.0816176351776886,40.15587650742279
SHW,0.05643218959033638,27.7646372784455
SPG,0.0780562987352507,38.403698977743346
SWKS,0.05650088717262742,27.79843648893269
SJM,0.059264447370064824,29.158108106071893
SNA,0.07435331934681343,36.581833118632204
SO,0.05155392298886446,25.36453011052131
LUV,0.06200122102570539,30.504600744647053
SWK,0.08577991393911424,42.203717658044205
SBUX,0.03755380075148953,18.476469969732847
STT,0.040325614683120244,19.84020242409516
STLD,0.04747105720331477,23.355760144030867
STE,0.0632480521893176,31.11804167714426
SYK,0.06904316426152465,33.96923681667013
SMCI,0.044656671287368624,21.971082273385363
SYF,0.04724300667641508,23.24355928479622
SNPS,0.0647722868317943,31.867965121242793
SYY,0.03804446527394382,18.71787691478036
TMUS,0.056572356894064424,27.833599591879697
TROW,0.06777206491351237,33.34385593744808
TTWO,0.07369282573717749,36.25687026269132
TPR,0.02663158814454301,13.102741367115161
TRGP,0.06172587959506851,30.36913276077371
TGT,0.06182404903873914,30.41743212705966
TEL,0.06611627447858037,32.52920704346154
TDY,0.047035837905674255,23.141632249591733
TFX,0.07085681029645795,34.86155066585731
TER,0.04673661548702836,22.99441481961795
TSLA,0.07347406039195097,36.14923771283988
TXN,0.08252586685378953,40.60272649206445
TXT,0.05153110652480961,25.35330441020633
TMO,0.0679129648101026,33.41317868657048
TJX,0.05975116436571858,29.397572867933544
TSCO,0.05043109351661404,24.812098010174108
TT,0.048931084884563276,24.07409376320513
TDG,0.050671798644599496,24.93052493314295
TRV,0.0868202222514043,42.71554934769092
TRMB,0.0649869144316556,31.97356190037456
TFC,0.0798439750485506,39.2832357238869
TYL,0.0458440765819379,22.555285678313446
TSN,0.06469278585787563,31.828850642074812
USB,0.06236120067392859,30.681710731572867
UBER,0.05904310799824495,29.049209135136515
UDR,0.05441740576911942,26.773363638406757
ULTA,0.06577222501492547,32.35993470734333
UNP,0.09044364387798962,44.49827278797089
UAL,0.0632792020990483,31.133367432731767
UPS,0.08167458947686995,40.18389802262001
URI,0.06019968211107523,29.618243598649013
UNH,0.0875328121688116,43.06614358705531
UHS,0.07303445940428716,35.93295402690928
VLO,0.046641659857471617,22.947696649876036
VTR,0.07367346794950604,36.24734623115697
VRSN,0.04669462588935146,22.973755937560917
VRSK,0.05283401165656943,25.99433373503216
VZ,0.05271029097651944,25.933463160447566
VRTX,0.0690332194224865,33.964343955863356
VTRS,0.03498264922414182,17.211463418277777
VICI,0.06081295833215397,29.919975499419753
V,0.05176473757033066,25.468250884602686
VMC,0.043742392814428925,21.52125726469903
WRB,0.06407284381659775,31.523839157766094
WAB,0.04671719151301571,22.98485822440373
WBA,0.05139569255495733,25.286680737039006
WMT,0.041629106704142396,20.48152049843806
DIS,0.0679444198688666,33.42865457548236
WBD,0.08392589209017402,41.29153890836562
WM,0.05520440753402517,27.160568506740383
WAT,0.07711648893884031,37.941312557909434
WEC,0.04043080722079368,19.891957152630493
WFC,0.06938330484983232,34.1365859861175
WELL,0.050843273683854724,25.014890652456526
WST,0.04858210508319649,23.902395700932672
WDC,0.047922143816619744,23.577694757776914
WRK,0.03931307162781001,19.342031240882527
WY,0.0369568322407776,18.18276146246258
WMB,0.050531130202732887,24.86131605974458
WTW,0.06044268380100635,29.737800430095124
GWW,0.07433477747008499,36.57271051528181
WYNN,0.04813776602156682,23.683780882610876
XEL,0.04878043220509739,23.999972644907917
XYL,0.1067827443268874,52.5371102088286
YUM,0.06148387928666658,30.250068609039957
ZBRA,0.06766021495347435,33.28882575710938
ZBH,0.06500616971089195,31.983035497758838
ZTS,0.05756433787528609,28.321654234640754
